MAAND;VERGELIJKINGNAAM;REFERENTIENAAM;ANALYSENAAM;REFERENTIEAPPLICATIE;ANALYSEAPPLICATIE;REFERENTIEGEMEENTECODE;ANALYSEGEMEENTECODE;VERGELIJKINGEN;PERCENTAGE;REFERENTIEAANTAL;ANALYSEAANTAL;GELIJKAANTAL;AFWIJKINGAANTAL;NIETGEVONDENAANTAL;ONGELDIGAANTAL
2017-12;Indicator C-Datakwaliteit BAG - GBA;R7.1;OC;Key2Burgerzaken;Key2Bag;1900;1900;1;0;46792;89638;0;84201;5437;0
